,id,sex,birthday,age,agegrp,acquire_kkh,acquire_kkh2,loss_kkh,loss_kkh2,vis_prob,vis_prob2,react_prob,priority,past1,past2,past3,past4,past5,qty,receipt,segment,rm
47,22081,female,1955/3/24,64,60-64,2014/4/11,2014,,,0.8909161459999999,0.8500000000000001-0.8900000000000001,0.075722012,50.0,1.0,1.0,1.0,0.0,0.0,3.0,0,D,0
48,26037,female,1949/9/3,69,65-69,1971/10/16,1971,,,0.898625357,0.8500000000000001-0.8900000000000001,0.067846863,51.0,1.0,1.0,1.0,1.0,0.0,4.0,0,C,0
49,407886,male,1953/2/3,66,65-69,2014/4/11,2014,,,0.898450573,0.8500000000000001-0.8900000000000001,0.06786046,52.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
50,20111,female,1950/3/13,69,65-69,2013/4/1,2013,,,0.898416944,0.8500000000000001-0.8900000000000001,0.067863076,53.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
51,40697,female,1952/2/13,67,65-69,2013/4/1,2013,,,0.8899697440000001,0.8500000000000001-0.8900000000000001,0.07579734,54.0,1.0,1.0,1.0,0.0,0.0,3.0,1,D,0
52,408253,female,1952/11/24,66,65-69,2013/11/7,2013,,,0.897549587,0.8500000000000001-0.8900000000000001,0.067930565,55.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
53,351251,female,1950/2/4,69,65-69,1990/3/26,1990,,,0.897334905,0.8500000000000001-0.8900000000000001,0.067947273,56.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
54,4086,female,1956/1/18,63,60-64,2006/12/16,2006,,,0.896953682,0.8500000000000001-0.8900000000000001,0.067976945,57.0,1.0,1.0,1.0,1.0,0.0,4.0,1,B,0
57,302604,female,1955/7/11,63,60-64,2011/1/23,2011,,,0.8874349359999999,0.8500000000000001-0.8900000000000001,0.075999125,60.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
58,404074,female,1957/5/3,61,60-64,2009/6/12,2009,,,0.8948691209999999,0.8500000000000001-0.8900000000000001,0.068139264,61.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
59,11760,female,1954/12/3,64,60-64,2013/10/1,2013,,,0.886954575,0.8500000000000001-0.8900000000000001,0.07603736900000001,62.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
60,5344,female,1956/4/22,62,60-64,1996/6/19,1996,,,0.8942330829999999,0.8500000000000001-0.8900000000000001,0.068188814,63.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
61,327327,female,1954/6/13,64,60-64,2015/4/11,2015,,,0.8862736959999999,0.8500000000000001-0.8900000000000001,0.07609158,64.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
62,41182,female,1951/12/16,67,65-69,2013/1/10,2013,,,0.894000342,0.8500000000000001-0.8900000000000001,0.068206948,65.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
63,403090,male,1954/1/29,65,60-64,2013/7/11,2013,,,0.8939953759999999,0.8500000000000001-0.8900000000000001,0.068207335,66.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
64,52150,female,1952/5/3,66,65-69,2012/8/1,2012,,,0.876267481,0.8500000000000001-0.8900000000000001,0.08588657300000001,67.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
65,2033,female,1953/10/11,65,60-64,2005/2/24,2005,,,0.88559907,0.8500000000000001-0.8900000000000001,0.076145296,68.0,1.0,1.0,1.0,0.0,0.0,3.0,0,A,0
66,348094,female,1949/11/16,69,65-69,1973/11/27,1973,,,0.8853677329999999,0.8500000000000001-0.8900000000000001,0.076163717,69.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
67,407698,male,1957/8/30,61,60-64,2015/4/1,2015,,,0.88487191,0.8500000000000001-0.8900000000000001,0.076203198,70.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
68,24944,female,1958/5/22,60,55-59,2012/4/1,2012,,,0.8747857309999999,0.8500000000000001-0.8900000000000001,0.086002795,71.0,1.0,1.0,1.0,0.0,1.0,4.0,0,C,0
69,53921,male,1949/7/14,69,65-69,2014/5/1,2014,,,0.884296286,0.8500000000000001-0.8900000000000001,0.07624903599999999,72.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
70,25088,male,1952/4/3,66,65-69,2015/4/1,2015,,,0.8842629590000001,0.8500000000000001-0.8900000000000001,0.07625169,73.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
72,29838,female,1949/4/23,69,65-69,2013/2/19,2013,,,0.88400719,0.8500000000000001-0.8900000000000001,0.076272058,75.0,1.0,1.0,1.0,0.0,0.0,3.0,0,C,0
74,106211,female,1956/4/18,62,60-64,2014/4/1,2014,,,0.889186657,0.8500000000000001-0.8900000000000001,0.068582335,77.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
75,2536,female,1954/8/4,64,60-64,2015/7/1,2015,,,0.881246115,0.8500000000000001-0.8900000000000001,0.076491958,78.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
76,360677,female,1952/6/21,66,65-69,2014/4/1,2014,,,0.8890887820000001,0.8500000000000001-0.8900000000000001,0.068589974,79.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
77,2623,female,1952/10/21,66,65-69,2015/4/1,2015,,,0.881035901,0.8500000000000001-0.8900000000000001,0.076508701,80.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
79,106229,male,1954/6/13,64,60-64,2014/4/1,2014,,,0.888198334,0.8500000000000001-0.8900000000000001,0.068659483,82.0,1.0,1.0,1.0,1.0,0.0,4.0,0,A,0
80,19833,male,1949/7/13,69,65-69,2015/4/11,2015,,,0.879671491,0.8500000000000001-0.8900000000000001,0.076617382,83.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
81,14643,female,1952/3/24,67,65-69,2012/3/24,2012,,,0.868766017,0.8500000000000001-0.8900000000000001,0.08647434300000001,84.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
83,326293,male,1949/11/21,69,65-69,2011/7/21,2011,,,0.885996452,0.8500000000000001-0.8900000000000001,0.068831452,86.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
84,21816,male,1955/9/27,63,60-64,2015/4/1,2015,,,0.87803589,0.8500000000000001-0.8900000000000001,0.076747677,87.0,1.0,1.0,1.0,0.0,0.0,3.0,1,A,0
85,21302,female,1952/2/8,67,65-69,2013/4/11,2013,,,0.885275678,0.8500000000000001-0.8900000000000001,0.068887772,88.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
86,25041,male,1951/10/7,67,65-69,1978/10/8,1978,,,0.877116647,0.8500000000000001-0.8900000000000001,0.07682091,89.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
87,201483,female,1958/6/22,60,55-59,1994/11/26,1994,,,0.8671876890000001,0.8500000000000001-0.8900000000000001,0.086597811,90.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
88,45812,male,1956/11/24,62,60-64,1996/3/1,1996,,,0.8843657290000001,0.8500000000000001-0.8900000000000001,0.068958893,91.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
89,53922,female,1951/6/4,67,65-69,2014/5/1,2014,,,0.876227361,0.8500000000000001-0.8900000000000001,0.07689176,92.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
90,4548,female,1959/2/6,60,55-59,2010/7/26,2010,,,0.883992922,0.8500000000000001-0.8900000000000001,0.068988037,93.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
91,37589,male,1952/8/25,66,65-69,2013/4/1,2013,,,0.8659812990000001,0.8500000000000001-0.8900000000000001,0.086692135,94.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
92,319987,male,1950/9/6,68,65-69,2012/12/21,2012,,,0.865842982,0.8500000000000001-0.8900000000000001,0.08670294699999999,95.0,1.0,1.0,1.0,0.0,1.0,4.0,2,C,0
93,326001,female,1955/4/25,63,60-64,2005/2/24,2005,,,0.883471571,0.8500000000000001-0.8900000000000001,0.069028799,96.0,1.0,1.0,1.0,1.0,0.0,4.0,0,C,0
94,13,male,1952/12/9,66,65-69,1994/5/2,1994,,,0.8749771909999999,0.8500000000000001-0.8900000000000001,0.07699136599999999,97.0,1.0,1.0,1.0,0.0,0.0,3.0,0,A,0
95,40572,female,1950/9/26,68,65-69,2012/4/1,2012,,,0.8746829079999999,0.8500000000000001-0.8900000000000001,0.077014814,98.0,1.0,1.0,1.0,0.0,0.0,3.0,0,D,0
97,19258,female,1950/8/7,68,65-69,1990/7/23,1990,,,0.863080225,0.8500000000000001-0.8900000000000001,0.086918786,100.0,1.0,1.0,1.0,0.0,1.0,4.0,2,C,0
98,27473,male,1949/11/21,69,65-69,2015/1/7,2015,,,0.872395447,0.8500000000000001-0.8900000000000001,0.077197083,101.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
99,144972,male,1958/3/13,61,60-64,2004/5/9,2004,,,0.879723282,0.8500000000000001-0.8900000000000001,0.069322063,102.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
101,9650,female,1956/9/19,62,60-64,2005/9/6,2005,,,0.879090123,0.8500000000000001-0.8900000000000001,0.069371635,104.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
102,1989,female,1953/2/20,66,65-69,2014/4/11,2014,,,0.870908975,0.8500000000000001-0.8900000000000001,0.07731553599999999,105.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
103,151381,female,1952/11/10,66,65-69,2014/4/11,2014,,,0.878236081,0.8500000000000001-0.8900000000000001,0.06943851599999999,106.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
104,119438,female,1950/10/14,68,65-69,2014/4/1,2014,,,0.877974765,0.8500000000000001-0.8900000000000001,0.069458983,107.0,1.0,1.0,1.0,1.0,0.0,4.0,0,C,0
105,5962,female,1954/5/15,64,60-64,2008/8/6,2008,,,0.860271042,0.8500000000000001-0.8900000000000001,0.087138015,108.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
106,202515,female,1949/7/21,69,65-69,2011/4/12,2011,,,0.8696648309999999,0.8500000000000001-0.8900000000000001,0.077414683,109.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
108,37315,female,1950/9/26,68,65-69,2015/4/1,2015,,,0.868993937,0.8500000000000001-0.8900000000000001,0.077468149,111.0,1.0,1.0,1.0,0.0,0.0,3.0,0,D,0
110,336006,female,1950/11/23,68,65-69,2015/5/21,2015,,,0.868413133,0.8500000000000001-0.8900000000000001,0.07751443599999999,113.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
111,119420,male,1951/5/11,67,65-69,2014/4/1,2014,,,0.876105172,0.8500000000000001-0.8900000000000001,0.06960546599999999,114.0,1.0,1.0,1.0,1.0,0.0,4.0,1,A,0
113,20973,female,1953/11/10,65,60-64,2015/4/24,2015,,,0.868024238,0.8500000000000001-0.8900000000000001,0.077545429,116.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
115,147678,female,1951/12/6,67,65-69,2014/8/1,2014,,,0.86794694,0.8500000000000001-0.8900000000000001,0.077551589,118.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
117,9073234,female,1952/10/7,66,65-69,2003/4/1,2003,,,0.853095132,0.8500000000000001-0.8900000000000001,0.0876969,121.0,1.0,1.0,1.0,0.0,1.0,4.0,2,C,0
118,22996,female,1949/5/30,69,65-69,2014/4/1,2014,,,0.869983194,0.8500000000000001-0.8900000000000001,0.070085694,122.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
119,35131,female,1949/5/29,69,65-69,2011/11/17,2011,,,0.852158437,0.8500000000000001-0.8900000000000001,0.087769729,123.0,1.0,1.0,1.0,0.0,1.0,4.0,0,D,0
120,3770,female,1950/6/24,68,65-69,2012/5/11,2012,,,0.869766425,0.8500000000000001-0.8900000000000001,0.07010271400000001,124.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
122,37990,male,1949/10/20,69,65-69,2011/11/1,2011,,,0.859392602,0.8500000000000001-0.8900000000000001,0.07823337799999999,126.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
123,321568,female,1951/2/15,68,65-69,2012/4/1,2012,,,0.849011222,0.8-0.8400000000000001,0.08801421400000001,127.0,1.0,1.0,1.0,0.0,1.0,4.0,2,D,0
124,27464,male,1953/6/10,65,60-64,2016/4/1,2016,,,0.837803251,0.8-0.8400000000000001,0.098169796,128.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
125,9007321,male,1953/9/17,65,60-64,2015/4/1,2015,,,0.8560764559999999,0.8500000000000001-0.8900000000000001,0.078497682,129.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
126,16168,male,1950/3/11,69,65-69,2015/4/1,2015,,,0.855822352,0.8500000000000001-0.8900000000000001,0.078517935,130.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
127,38319,male,1951/6/6,67,65-69,2013/6/21,2013,,,0.863668185,0.8500000000000001-0.8900000000000001,0.07058194599999999,131.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
128,16668,male,1952/12/14,66,65-69,2015/1/1,2015,,,0.8357072720000001,0.8-0.8400000000000001,0.09831637,132.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
129,27654,female,1954/10/3,64,60-64,2016/4/1,2016,,,0.834221605,0.8-0.8400000000000001,0.098420056,133.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
130,24699,male,1950/8/4,68,65-69,2012/4/11,2012,,,0.8618969320000001,0.8500000000000001-0.8900000000000001,0.07072129099999999,134.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
132,145516,male,1949/9/28,69,65-69,2015/1/1,2015,,,0.853129975,0.8500000000000001-0.8900000000000001,0.078732514,136.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
133,36636,female,1950/10/24,68,65-69,2005/11/15,2005,,,0.8517604190000001,0.8500000000000001-0.8900000000000001,0.078841661,137.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
134,9012334,male,1953/8/23,65,60-64,2015/4/1,2015,,,0.848568282,0.8-0.8400000000000001,0.079096042,138.0,1.0,1.0,1.0,0.0,0.0,3.0,1,A,0
135,36432,male,1952/4/20,66,65-69,2015/4/1,2015,,,0.8285455709999999,0.8-0.8400000000000001,0.098814579,139.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
138,109546,female,1953/8/27,65,60-64,2005/12/21,2005,,,0.825906411,0.8-0.8400000000000001,0.098997137,142.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
139,28453,male,1951/7/16,67,65-69,2015/6/18,2015,,,0.8259062709999999,0.8-0.8400000000000001,0.098997147,143.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
140,144402,female,1954/3/30,65,60-64,2012/4/11,2012,,,0.853329511,0.8500000000000001-0.8900000000000001,0.071396196,144.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
141,26090,female,1953/8/29,65,60-64,2016/4/1,2016,,,0.825606152,0.8-0.8400000000000001,0.099017871,145.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
143,2062,female,1949/11/4,69,65-69,2016/5/1,2016,,,0.8450770459999999,0.8-0.8400000000000001,0.07937422400000001,147.0,1.0,1.0,1.0,0.0,0.0,3.0,1,D,0
144,48840,female,1950/1/11,69,65-69,2014/10/1,2014,,,0.8249808259999999,0.8-0.8400000000000001,0.099061028,148.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
146,41747,female,1951/12/13,67,65-69,2015/4/1,2015,,,0.84451728,0.8-0.8400000000000001,0.079418823,150.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
147,28454,female,1956/2/13,63,60-64,2015/6/18,2015,,,0.82480689,0.8-0.8400000000000001,0.099073026,151.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
148,21389,male,1950/4/10,68,65-69,2014/4/1,2014,,,0.82381432,0.8-0.8400000000000001,0.099141449,152.0,1.0,1.0,0.0,0.0,0.0,2.0,0,C,0
149,3845,female,1950/9/28,68,65-69,2016/4/1,2016,,,0.8223160629999999,0.8-0.8400000000000001,0.099244577,153.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
151,9008364,female,1950/6/28,68,65-69,2016/4/1,2016,,,0.821673529,0.8-0.8400000000000001,0.099288748,155.0,1.0,1.0,0.0,0.0,0.0,2.0,2,C,0
152,6005190,male,1953/9/10,65,60-64,2016/1/1,2016,,,0.820002157,0.8-0.8400000000000001,0.099403483,156.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
154,10406,male,1958/1/24,61,60-64,2011/4/26,2011,,,0.838718395,0.8-0.8400000000000001,0.079880755,159.0,1.0,1.0,1.0,0.0,0.0,3.0,0,D,0
155,27682,male,1962/12/24,56,55-59,2013/4/1,2013,,,0.846600626,0.8-0.8400000000000001,0.07192726099999999,160.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
157,327315,male,1952/1/2,67,65-69,2015/4/11,2015,,,0.838114391,0.8-0.8400000000000001,0.079928859,162.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
158,16692,male,1951/9/15,67,65-69,2013/10/11,2013,,,0.84597692,0.8-0.8400000000000001,0.071976528,163.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
160,21990,female,1951/5/20,67,65-69,2010/12/1,2010,,,0.8173022059999999,0.8-0.8400000000000001,0.100237362,165.0,1.0,1.0,0.0,1.0,1.0,4.0,2,C,0
161,16300,female,1957/5/2,61,60-64,2015/4/1,2015,,,0.8178017590000001,0.8-0.8400000000000001,0.09955418,166.0,1.0,1.0,0.0,0.0,0.0,2.0,1,B,0
162,311691,female,1951/5/19,67,65-69,2015/5/21,2015,,,0.817449713,0.8-0.8400000000000001,0.099578252,167.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
163,20512,female,1952/4/10,66,65-69,1979/4/8,1979,,,0.817305141,0.8-0.8400000000000001,0.099588135,168.0,1.0,1.0,0.0,0.0,0.0,2.0,1,B,0
164,18944,female,1952/8/29,66,65-69,2009/1/1,2009,,,0.826499155,0.8-0.8400000000000001,0.089752524,169.0,1.0,1.0,1.0,0.0,1.0,4.0,2,A,0
166,132456,male,1954/10/2,64,60-64,2004/6/15,2004,,,0.814378712,0.8-0.8400000000000001,0.099787798,171.0,1.0,1.0,0.0,0.0,0.0,2.0,0,A,0
167,13486,male,1950/4/15,68,65-69,2012/5/1,2012,,,0.833842805,0.8-0.8400000000000001,0.080268998,172.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
168,9407,female,1955/8/24,63,60-64,2008/4/1,2008,,,0.814283213,0.8-0.8400000000000001,0.099794301,173.0,1.0,1.0,0.0,0.0,0.0,2.0,1,C,0
169,21484,female,1949/8/8,69,65-69,2009/4/11,2009,,,0.814095274,0.8-0.8400000000000001,0.099807098,174.0,1.0,1.0,0.0,0.0,0.0,2.0,2,D,0
171,1720,female,1971/9/29,47,45-49,2005/4/11,2005,,,0.840817122,0.8-0.8400000000000001,0.07238436,176.0,1.0,1.0,1.0,1.0,0.0,4.0,1,B,0
172,25894,female,1951/7/21,67,65-69,2015/10/1,2015,,,0.813319543,0.8-0.8400000000000001,0.099859883,177.0,1.0,1.0,0.0,0.0,0.0,2.0,0,D,0
173,39132,male,1954/10/2,64,60-64,2012/4/1,2012,,,0.812598464,0.8-0.8400000000000001,0.099908903,178.0,1.0,1.0,0.0,0.0,0.0,2.0,1,B,0
174,9011235,male,1950/10/2,68,65-69,2016/4/1,2016,,,0.8125485790000001,0.8-0.8400000000000001,0.099912293,179.0,1.0,1.0,0.0,0.0,0.0,2.0,0,A,0
175,46340,male,1952/2/26,67,65-69,2013/4/11,2013,,,0.83998162,0.8-0.8400000000000001,0.07245044099999999,180.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
176,29035,female,1949/9/15,69,65-69,2016/4/1,2016,,,0.811194458,0.8-0.8400000000000001,0.100004222,181.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
177,318284,male,1954/12/25,64,60-64,2014/4/1,2014,,,0.830016547,0.8-0.8400000000000001,0.080573573,182.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
178,408573,male,1965/10/26,53,50-54,2014/3/20,2014,,,0.8369605109999999,0.8-0.8400000000000001,0.072689478,183.0,1.0,1.0,1.0,1.0,0.0,4.0,0,A,0
179,371900,male,1949/9/18,69,65-69,2015/4/1,2015,,,0.8289267,0.8-0.8400000000000001,0.080660306,184.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
180,36493,female,1951/12/4,67,65-69,2012/3/16,2012,,,0.809400294,0.8-0.8400000000000001,0.10012578,185.0,1.0,1.0,0.0,0.0,0.0,2.0,0,C,0
181,18207,male,1949/10/21,69,65-69,2010/7/26,2010,,,0.828619733,0.8-0.8400000000000001,0.08068473400000001,186.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
182,203240,male,1970/3/4,49,45-49,2008/12/15,2008,,,0.836271029,0.8-0.8400000000000001,0.072744052,187.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
184,9006644,male,1971/4/11,47,45-49,2008/8/1,2008,,,0.8357313009999999,0.8-0.8400000000000001,0.072786777,189.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
